0.5505617978,0.1547619048,0,0,0.2164948454,0.3535353535,1
0.0786516854,0.2857142857,0,0,0.3298969072,0.4444444444,1
0.6292134831,0.2857142857,0,0,0.3505154639,0.4646464646,1
0.6629213483,0.3928571429,0,0,0.4329896907,0.3636363636,1
0.2584269663,0.1904761905,0,0,0.2268041237,0.3535353535,1
0.7528089888,0.2738095238,0,0,0.3608247423,0.4646464646,1
0.3258426966,0.1428571429,0,0,0.206185567,0.3434343434,1
0.2359550562,0.2142857143,0,0,0.2577319588,0.3939393939,1
0.2247191011,0.3333333333,0,0,0.4948453608,0.5757575758,1
0.4719101124,0.2857142857,0,0,0.1546391753,0.303030303,1
0.4719101124,0.0952380952,0,0,0.2474226804,0.3737373737,1
0.2808988764,0.380952381,0,0,0.1443298969,0.2929292929,1
0.4382022472,0.1904761905,0,0,0.2164948454,0.3535353535,1
0.5730337079,0.4047619048,0,0,0.2989690722,0.3535353535,1
0.2471910112,0.3214285714,0,0,0.1340206186,0.2828282828,1
0.2808988764,0.2857142857,0,0,0.4226804124,0.5252525253,1
0.3820224719,0.3452380952,0,0,0.2164948454,0.3535353535,1
0.4943820225,0.130952381,0,0,0.5051546392,0.5858585859,1
0.2584269663,0.2857142857,0,0,0.2577319588,0.3838383838,1
0.4606741573,0.4880952381,0,0,0.1855670103,0.3232323232,1
0.4494382022,0.3452380952,0,0,0.1958762887,0,1
0.3483146067,0.0833333333,0,0,0.0206185567,0.1414141414,1
0.5730337079,0.4523809524,0,0,0.3195876289,0.4343434343,1
0.3370786517,0,0,0,0.0824742268,0.2323232323,1
0.404494382,0.2738095238,0,0,0.1958762887,0.2323232323,1
0.3258426966,0.25,0,0,0.4226804124,0.5252525253,1
0.2808988764,0.2857142857,0,0,0.3092783505,0.4242424242,1
0.2359550562,0.4166666667,0,0,0.2989690722,0.4141414141,1
0.4831460674,0.25,0,0,0.3298969072,0.4444444444,1
0.4831460674,0.2738095238,0,0,0.2886597938,0.4141414141,1
0.595505618,0.2619047619,0,0,0.2371134021,0.3636363636,1
0.3820224719,0.2023809524,0,0,0.3298969072,0.4444444444,1
0.6292134831,0.4166666667,0,0,0.3505154639,0.4646464646,1
0.4494382022,0.1547619048,0,0,0.3298969072,0.4444444444,1
0.2696629213,0.2261904762,0,0,0.1649484536,0.3131313131,1
0.404494382,0.4523809524,0,0,0.3608247423,0.4646464646,1
0.3258426966,0.4285714286,0,0,0.2680412371,0.3939393939,1
0.7303370787,0.369047619,0,0,0.2783505155,0.404040404,1
0.3595505618,0.3095238095,0,0,0.2577319588,0.3838383838,1
0.4269662921,0.3571428571,0,0,0.1958762887,0.2929292929,1
0.3707865169,0.3452380952,0,0,0.2989690722,0.4141414141,1
0.3370786517,0.25,0,0,0.3917525773,0.4949494949,1
0.4494382022,0.4047619048,0,0,0.3711340206,0.4747474747,1
0.3146067416,0.2619047619,0,0,0.3092783505,0.4242424242,1
0.6853932584,0.3452380952,0,0,0.3298969072,0.4141414141,1
0.191011236,0.2619047619,0,0,0.4020618557,0.5050505051,1
0.4943820225,0.2261904762,0,0,0.5360824742,0.6161616162,1
0.4831460674,0.2857142857,0,0,0.2577319588,0.3939393939,1
0.4719101124,0.2261904762,0,0,0.1237113402,0.2727272727,1
0.2584269663,0.2023809524,0,0,0.3092783505,0.4343434343,1
0.4157303371,0.4285714286,0,0,0.4020618557,0.3636363636,1
0.3258426966,0.1666666667,0,0,0,0.1717171717,1
0.2471910112,0.2380952381,0,0,0.3711340206,0.4747474747,1
0.2584269663,0.5,0,0,0.5154639175,0.595959596,1
0.5280898876,0.369047619,0,0,0.1340206186,0.2626262626,1
0.606741573,0.369047619,0,0,0.3092783505,0.4242424242,1
0.5730337079,0.25,0,0,0.3402061856,0.4545454545,1
0.4494382022,0.2261904762,0,0,0.3092783505,0.4242424242,1
0.4943820225,0.2142857143,0,0,0.3092783505,0.4343434343,1
0.4719101124,0.2619047619,0,0,0.3195876289,0.4343434343,1
0.4943820225,0.4761904762,0,0,0.4432989691,0.5454545455,1
0.5842696629,0.2380952381,0,0,0.2577319588,0.3838383838,1
0.404494382,0.2976190476,0,0,0.4536082474,0.5454545455,1
0.202247191,0.1666666667,0,0,0.2164948454,0.3535353535,1
